id,age
524055520693195016,27
602969633842008072,31
612970089322385672,0
463146231741288712,41
20160623220004264637,28
577231775328112904,0
586212398709346312,0
457656263279382536,0
575853037097062664,0
604975783194136584,0
20160810160005901574,26
588440286259056904,22
532710784514396168,21
605113391236780040,0
20160805120005718624,0
564287911088885768,0
614252596646908168,24
575132904091291656,21
588328095178559752,0
533139150400917512,0
504377634348601352,0
575991262818078984,0
20160410040002071238,1
517792649084669960,0
474114752398758152,0
578091271373984008,0
581070841710645256,23
590928874993357064,25
583271692759994632,0
599356373737672712,28
574039541145407752,0
594803333827399688,0
589396747130769416,0
593317769064222984,0
592656822846885896,0
603416978014605320,0
576109037918097672,23
609888051216257032,0
572082595735539976,35
598126773850345736,0
599949159436390664,29
575147171863597320,0
607136955162955784,26
599018545870802952,0
20160707140004711249,26
612878742062108680,30
499133504513118216,0
614572121695195400,27
592752185045946376,0
604924571488882696,0
531732467057430792,0
603279924425396488,0
599032904483344648,0
574893243934707720,0
557781650302308360,41
580513559956459528,21
570908583596658696,0
575052010647195656,0
583350420575883528,0
610740392651919368,22
532322410142109960,33
565843267359346696,36
512782573483593736,40
595438234314477832,23
603521250190430472,0
520995152156692744,0
520880948783353864,0
496797713183019272,0
514516171374989576,29
593992510573907976,24
603742143126704136,0
601337142785872136,43
541934745072701448,34
20160502070002639153,0
576195828989825288,0
576768471786852616,20
576954460530544648,29
443128538069995528,27
610044941170643208,0
503614306009485320,0
589951311479312392,0
584837914786009352,25
509181990520492296,0
599793880816161032,0
446934104479371272,0
582220744058999048,0
20160827160006565843,0
611351416644047112,0
589679067234570504,0
578884319443947784,0
589582235510771720,0
586333817233477896,17
585843221876183048,0
604929213073461256,23
595481753817190664,0
605615901152121096,0
584152381164359944,22
505614426989138184,40
529996501154271240,0
590627136922980360,23
575967247290339336,0
588076776635240456,22
539738688741970184,0
575154386603348232,0
476643808231035144,0
575195165900148744,0
580945489030025480,0
576858415876280328,0
20160509140002878165,0
563726593063653640,0
506955380161515528,0
575275280495546632,37
587815273801715720,0
603498989475598344,0
20160520150003201636,0
610917733151805704,20
599062096956625160,0
611603268753166344,0
610040200491438088,0
516580958665707528,0
597196789933674760,20
610681058341425416,23
452657016238772232,0
604921710025642248,35
614243386383142920,0
604067593334034440,0
577419858900160520,39
575043992748560648,0
564829357189632264,0
442451426946322440,0
591556847211647240,0
616393068660133896,0
467100832223989768,25
567910745036034312,1
20160504120002732568,0
504071734379417608,0
604848919456780552,0
492435567624065032,0
592482071079817480,0
580901828330262792,27
611479246472220680,0
576143484134625288,29
592770172016660744,0
581659219606900744,0
577496418260881416,41
594359136003559432,31
580147760854994952,0
20160501160002618898,0
583995123948326920,0
606354826787295496,0
576874737850912776,0
579549780057788680,0
510632485919396104,37
20160826230006524535,0
604455889608380680,36
614258028731961352,0
596895709152678152,31
20160426150002466990,4
614320496497922312,0
453814761449066760,30
576514974671704328,0
604202790851448840,0
20160625130004313661,31
471410770333143048,42
576568793053008136,0
465676112014348296,0
576067149085282312,0
611314536288358664,0
563480031842537480,0
584524653385486600,29
602002837869695240,0
562935265530745096,0
602212476951466248,0
20160815060006055175,0
583209225438630152,32
20160504110002730465,0
587565096931168520,0
592468318141550856,0
20160703140004581070,0
575191317760446728,0
604176740767502344,0
574427937135137032,0
577279330338476296,0
595676575983210504,1
616063821030625288,0
614840109098864904,0
556815424428183816,28
468609864394871048,0
20160429100002533832,19
583258340109324296,0
576742616016621576,0
572169766056235272,0
574508314478514440,0
20160629140004451812,0
596684998526898184,0
600585576499908616,0
586823294917808136,0
493320723926880520,35
601935358371827720,44
468032167025316104,0
612002545035907080,0
570795499582394632,0
484796623700889864,25
501102553652531208,0
580976383182770440,0
607093872010465544,37
575111446543732744,0
594081413125378056,0
577851123763777800,0
589207565187944712,0
604940487614271752,23
20160507150002826609,27
605845849993384200,0
461561023728455944,0
459917516701962504,0
595640697982291976,0
554233968325562632,35
555142351031374088,27
579537155957723400,0
604076203334177032,0
595480822547484936,26
528758354240082184,0
612686563599454472,0
575264716612440328,0
575095897805820168,23
20160805120005721331,35
616312918715142408,19
20160527120003410432,0
557339696154284040,0
20160502170002661275,0
518152688618180616,23
542695643836059656,0
581232761835098376,0
587384719428030472,28
20160428140002516350,30
592356841879507208,26
575926177403768840,27
608752580394225928,22
589116517090595080,21
522974468876800008,45
612636106751480072,0
565913326823936264,0
587046836498338056,0
574921274510282760,0
575773744224538888,20
509187535482654728,29
576519424484315144,0
576921095295209480,29
20160422010002358768,31
579160555005153288,30
580964613026222344,0
612670476195467528,0
607720609056559112,0
586678671457128456,22
607154388854640904,0
458527183258783752,0
514747622574002440,0
20160816090006095035,0
547039110557077768,0
570636576195875080,0
575035845598253320,0
593374326552531208,0
554738064140800008,0
605536519637176584,0
607172125341520136,27
581880688093958408,26
605135326448455688,0
575291338338078728,23
589095450888376584,0
614880789225541640,27
575188495086129416,23
576116755848499208,27
614463776875352328,0
504683625543897096,0
20160418230002268314,34
20160618150004099697,0
575803972648964104,0
578853501677867272,0
576063892812206088,0
584792921555865608,0
578333548457496840,25
20160625090004306268,33
578829876069404936,22
565847755994435848,2
554457709588517128,0
20160517130003100523,0
497164582427561992,0
616442689834979592,19
20160708170004753951,0
601045480717160712,0
577261418789736712,37
580999229078507784,0
20160423080002386458,0
598467788985602056,0
606548727087239176,24
20160708170004756661,27
598723517260763144,0
603013078551892232,0
603389677256314888,0
559985597393932296,0
496888476831059976,34
604894419962826760,0
576893663641079816,0
614283422357000200,0
604915549524201736,0
20160409130002055615,0
579808818116956168,0
605733989885415432,4
567463801134256136,45
575189690605375496,0
599660809215283208,0
606503540440961032,0
600339017812152328,0
20160827200006587154,2
20160617230004080875,0
20160425100002433603,0
579350058407825416,0
585382761485832456,0
614186945924305160,5
579019563727851528,0
575301221259153416,0
459989631903993864,0
591152706299629576,0
472080453621256200,36
600444521897005064,29
575862268584005896,4
580863546103959816,20
616484398270779400,0
575788129496076552,27
600868865437601800,0
20160503130002686743,0
612340134951522568,0
585376343059861512,0
614215372299571208,0
610268642185056264,0
483202988156915720,0
576713609082573064,21
611400798064087048,0
478346756656992520,27
589167609535009032,0
574295087396163592,0
20160813120005998937,30
576429057760039176,24
534421451248242696,0
598355159298347272,23
606207863181807624,0
576571298445005064,0
444686478761529608,0
527123458849509384,0
613813312534089736,0
607245816972709896,0
20160513190003001186,22
589133193853014280,0
575069186305298440,0
593942182298128648,0
607015850163048456,0
20160514140003018833,27
611877634317488392,0
20160506090002788951,33
576772248447226120,0
612168902415225096,28
608627528763969544,0
574958296943825160,29
529439002294489096,0
472263389297512712,2
462164641787678728,26
568031106645889032,0
593319807504355336,0
615729679445266440,0
573191336602112008,0
486862452764446984,0
571282189958779144,0
608354930461249800,0
543361771730112776,35
612783470611009800,0
589916414618374152,0
612334242524827656,0
588011930589859848,27
575242401363267592,31
569462962423599368,36
20160525220003368334,26
600391088896741384,0
20160525220003368225,0
572518036305613064,0
526538549516833032,0
20160516150003073538,27
532319783878660360,0
575132129940214024,0
616226082579812360,0
530500637889138952,0
565088027517390856,0
570342985779122184,0
561629388039262472,0
586186540003102728,0
586739257717035272,29
595379072498929928,23
20160817160006142183,0
584056866426851592,0
607201133106041096,0
578049480914374664,0
587453304326328328,0
577963447208120328,0
575131604687523848,0
561541948586856456,37
575856264957923592,0
577211203508506888,21
598335868888944904,0
20160427230002501683,0
20160802080005572480,0
604326309664919560,0
589679397301129224,39
583318426315919368,31
579020542711959560,28
583477669350346760,0
576820687658815752,2
518340049352265736,0
565605556270665736,0
585399267649130504,29
20160715160004984009,0
615849325842403336,24
575962137327833096,0
600841525219299336,25
575344685749375240,0
613890977781780744,0
589579328077959432,0
536651216084537352,0
20160422200002380799,27
568084493148098824,0
578818865165766664,28
575420067416641544,0
595449043816026376,0
576694623506796808,0
576093328504787208,0
20160809060005853567,27
576224882371596296,0
614420602219925512,35
566942817851543816,0
596910033254486280,22
576516218165399816,0
612742253395317000,26
575991098342641672,23
20160428180002522629,27
450045212987756552,0
20160517120003098372,31
579807712641028360,30
478898549417840904,0
611744258470187016,0
479558958294503688,0
20160622110004206400,0
539029449383874568,0
595564680701808904,0
596390568150437896,0
575820978613915912,26
451133497923342600,0
567794860879253512,24
20160519150003170114,0
575084558161022984,0
556163087145635848,0
609413300580519944,0
611391648164745480,0
607972802330365960,0
20160428160002517987,0
612936809558577160,26
20160510130002906304,0
576622666589409544,0
602685165566693640,0
612948744668713224,0
585954421205110792,0
20160523100003284513,0
581555599553073416,25
601239644671054088,0
591921377963938056,0
502392024310222856,23
20160624160004289479,24
575142488646357000,0
532945892467019784,35
575241727506387208,0
610523111741198344,0
580671872148967688,0
20160507220002836904,0
576551159108472840,0
20160424170002419789,0
575861853884780808,30
554989377491570952,0
20160428020002503521,22
581019428611690504,0
606639388394262792,0
576001212973846792,25
600426823536349192,39
596290979082801160,0
578245091081064712,29
519447352839246088,27
604379659198533896,27
586094500582002696,0
530201921093374216,28
559632618635661576,0
602588066112081928,22
502579779409547272,0
20160617180004075089,27
588921316027928840,31
574876083543871752,22
587456490856517640,0
581724680344309768,0
601816609799016456,31
610093769294876680,0
446845695899471880,0
573818638805504264,27
580461279399907592,0
610046581151895560,0
599088428067328264,0
467401131505488136,0
575246892380721160,0
586276324188885256,0
581110604543037704,0
604250655393058824,0
576487949856674056,0
558090919396512008,0
570058069594083336,0
587009896692584456,0
578121929748123656,27
20160619050004113565,31
454178573289263112,27
594069992983499016,38
583024556818567176,0
600913317812244488,38
606925024682577928,23
572474623002677256,27
582437911002091528,22
547494278616584456,0
577956661176569864,0
578198349807620104,0
593193981387477000,0
575166111620796424,0
578280160067850248,0
536413090716061960,30
575101088433180680,0
606250568217792776,0
20160720010005120084,0
20160827210006587491,0
602880964594503944,0
465177900983783432,0
599473391539327240,0
601718765461180680,0
611457859036647688,41
571659571974639624,29
610865732565078280,0
581676988339589384,27
596824715725639688,0
592593983700471816,0
598261097182531592,0
467519275788144648,0
578057570669826056,0
566420088639459592,0
613481192947191816,0
20160520170003207636,0
590014572136501256,0
564258463056662792,0
559462286457049096,29
575810525359771656,0
594711251599233288,0
465765323937681672,0
578876954984321032,0
584482160807776520,1
20160812170005978680,0
607939077651566856,0
594618920397180936,0
566494126971818248,0
575169116998995976,33
605815710697918728,34
588955987939954696,0
582372134433591304,0
542776138619949320,0
575766660875555080,0
510453933567643912,0
607634273318473736,0
576720812556423176,26
20160411190002108642,25
509987605522157832,0
574821205001900040,0
581634633368604936,30
591548168416530440,3
593415549304705032,0
20160702120004546553,0
20160826040006481444,0
20160814130006034182,0
530129350062772488,0
601364558174490632,0
604132602470732040,0
519602522986385416,0
576469883068354824,36
20160418170002260159,0
609132376760520968,0
599298815152885768,25
454750776464511240,30
596997544362381320,25
20160716130005009370,0
20160723100005221824,0
576126725918822664,0
528794171004162312,0
539804980043845896,0
512132647481250056,0
601534992903835912,0
520817923502117128,0
615783387684147208,0
605451671543222280,0
464341117421228296,0
616512075618849032,21
544641751743205384,0
586189414468685832,20
20160430100002579041,27
595752763552436488,0
471564208836710664,0
583921294995623944,0
576531445133086984,0
531127602878877704,29
575129570013876232,0
588489659013664776,0
575381331693801736,36
20160729160005437450,0
555298996290064648,28
555453131937288200,0
498452639948738568,38
610225919600103688,0
598215205977067528,22
595388050658299912,0
561927362485162248,0
591375899316719624,0
575233158769807624,0
570490080532107528,0
20160814120006030353,0
601942582800421128,3
608498014645915912,0
594029512421806344,23
470036273902391304,32
20160811090005920104,27
604862837407355144,0
527190825772257544,0
20160508100002845259,0
487102672231469320,0
610789161250590984,0
513423328011096072,41
476874664593854728,0
535850822051827720,0
20160711100004835449,23
579986868670566408,0
614876153051615496,0
581953554990764296,32
20160405050001942472,0
597636928426217480,0
611683374397919496,0
20160601170003571841,27
613502971132514568,0
563673776542191624,34
606249336115826952,0
581625402905071880,35
536653904029421832,0
20160802000005569011,0
556960896748883976,0
590280992321703944,0
467903136099471624,5
614961453358649352,27
601530144305188872,24
534085699838677256,0
616577316146909192,0
536753909675331592,0
528064856230727944,0
561384762858541064,28
20160818220006196019,2
588231727202177288,0
609471526009311240,30
524435171944960264,0
20160528110003435496,29
601339174431232008,29
457784504820437000,0
600550675696324872,0
576576326962516232,23
516440208342781960,0
463471931031556360,25
606409733892476936,0
614422530299531272,0
579557491956781320,0
594092275441602568,0
595092520459833608,43
601412399437713416,0
575513497090134024,0
449691862832254984,0
563857956886548744,0
586252917908967688,23
571059537981739016,0
577084639143792648,31
464331282533322760,0
572128173668438024,0
578222602355478792,0
611631226607898888,0
608657855016341512,0
20160819190006230593,0
513485135719436552,0
584045524617793800,0
575382656808653064,28
592132988737687560,23
604161338821841160,0
20160509180002885380,25
616652630201995528,0
531818384128479240,0
20160702160004556028,21
600703094346486024,0
20160816220006121390,0
578777314846839048,0
575833394659725576,25
538500828726563080,31
588769186524696584,30
462124625485107208,0
600633340428554248,0
613622815827955976,0
576619381459521544,0
532521069853020424,0
523361822942695688,0
575496240515518472,0
577604957906145288,31
20160712150004882625,4
573781952016945416,31
20160419160002287015,0
565300604759445512,24
604856259186790664,29
567974014283157512,0
599676599108898824,0
593272809363345672,27
579669974759510280,0
20160615130004001857,0
546024396012130568,47
20160420100002308327,28
20160515160003048406,23
528911537193095176,0
594717281079005192,0
562009584231780616,0
597595601319759880,0
611772344880336904,0
600019708367868168,0
588143859259674632,0
543947026144956424,0
572425942023016456,0
609188527820771592,31
591143173753934088,0
493461733097083144,0
20160429140002540176,45
576806361996726280,36
20160502100002642493,0
613146699526836232,28
574460926183346440,22
564368598139670536,0
539081765382262792,0
605076845737545992,21
508460933408887048,0
540688835567161352,28
20160420130002315066,0
20160521130003230493,0
518822785464668424,0
475126496227234056,0
575812419390017544,0
616406632192020488,27
599938632354107656,0
571928579995078664,28
599751329509806344,0
600555850972533000,0
575974383957315592,0
576780784518566152,36
20160504120002731312,31
510245139420024840,36
578012595726848008,0
579718622067298312,22
604028617042694408,0
20160617110004059603,0
584665457512943624,0
564493127075762184,31
575257771314778376,25
563534558490791944,0
473034506492711176,0
598293821100396808,0
20160826140006500920,0
20160521150003235482,0
20160818060006160523,37
586407205599711496,0
586242612143329288,0
504821090015514888,26
581882314686992392,0
528075849744781576,0
505389474109198600,0
456905662480257288,40
576157618125410568,25
464373211967000584,0
577304833803948296,0
478163170570014728,29
20160804140005683029,0
575786651255574792,0
20160706100004663452,26
606378099931615496,0
578332040907198472,0
574044520295960840,0
614371879716655368,0
20160424040002406379,0
575958979419574280,32
577112758378565896,0
473029241575837960,0
602744868648783880,0
595757040240955400,0
581727126890221832,0
472884030283452424,0
546466111579754760,0
517078612810141960,0
20160424210002423203,0
605818925371887624,0
20160630130004483530,0
611300343174664456,0
566705027809284360,0
598609178277187848,0
499153016583098632,22
20160526110003377948,0
511453310121676808,0
591784310952956168,0
20160430200002593708,24
592021402064785672,0
20160721150005169737,0
599371715058864136,0
610184494187548936,0
20160819150006218765,26
597932813563465992,0
459931143291015432,40
598966331726893320,28
538411335424151560,28
595347442749149192,31
601841797852827656,0
593557462330642440,35
600722614427586824,0
20160402130001888574,0
590540970861269000,0
20160819100006206641,0
607348288022122504,0
602066609871261704,0
596396113288761352,0
20160809000005850419,22
586232366775668744,0
616675222417838344,0
539711354185978120,0
519913819313541384,0
606510172969373704,0
578071889151266824,27
585022082614562824,25
581790040376479752,0
581604067881521160,0
576128083313037576,30
608685088556716040,25
583830963402838024,0
577231193905303560,33
577379762150838536,0
536357779665850376,39
580947027332960520,28
574620046853148936,0
575937369140629768,35
575921627548619016,0
580698186239185160,31
582420126884696072,0
614329592794058760,0
20160722170005204291,0
611431967715495944,0
608272006403592456,0
596472785644032264,0
609911184992243976,21
610614756436349192,0
20160426140002464794,0
605853118244065288,0
612311950344327176,0
592115812282667272,0
585960935244435464,0
576891673108287496,0
575832973694210056,0
591857487532003592,32
578252143576748040,0
518641007307264264,0
583867682135216136,0
566488992657182984,0
586505570509393928,0
593960998465966344,0
598661451695001608,0
575968262370627592,28
20160520140003199980,23
583847923381440776,0
595841019501613320,22
537499422204891400,0
614934382171394056,0
20160504160002739148,0
20160521140003229510,0
602849675933913096,27
20160827090006539422,29
579534318402015240,0
587391202270121992,0
568076258177454344,0
607981124366372872,0
459912715448619272,0
20160617160004068909,26
20160515000003030558,0
575356181481000968,0
601939903009263624,0
610969888164417544,29
20160701160004524361,0
598280202858008840,0
452006009028743432,28
598750972436549640,24
588972461958107144,22
569638259257249800,0
575842052466544904,31
20160827190006578188,0
604350014864494856,27
20160708210004763634,0
20160425130002439638,0
20160430170002589376,0
20160527160003418130,0
588159238858084360,0
465669136333148168,0
580950988081336584,47
544189457931177992,0
20160710230004828909,0
20160820030006238569,0
536052683568582920,0
20160827220006598567,0
575075870297821192,25
584587834426396936,0
578065398641987592,0
575161375588880392,0
579352031693639944,0
20160518210003147072,38
575492641148375048,0
515646354094034952,0
581544946381623304,0
585193152537694216,0
578690355466080264,37
612794619247202568,0
614811590868341000,27
612886101480182024,0
20160513150002991264,0
586239743851761672,0
20160713130004910584,0
527326216991019272,0
20160715130004975293,0
20160521020003217766,0
586175318587346952,21
587661841329557768,28
442383391896113416,0
467376806480056584,0
461374087994806280,0
584485508961275912,0
577230787745681672,32
585413820181123080,0
589583760333213704,0
608364400151105544,0
20160811230005951248,0
20160722170005205340,0
20160701220004534601,0
581563437180522760,29
575576485335666952,0
567276280932732936,0
586968296327221256,0
589930025562673416,24
20160714150004948967,0
599767787983867912,0
589988314040242440,0
595687765891354632,29
609449636255502344,0
575995955489280008,29
505132077549621512,0
575835786738405640,31
588810415845150728,26
591113457957343240,27
464500318151905544,0
607594411735388168,0
510865114484707592,0
599275953880829960,0
574765526069285128,0
596044709659414792,0
593021506095681544,0
577656485819977992,0
576557844845826056,19
532523412204032008,26
561390813158838536,0
576021880272588808,0
20160516210003084215,0
541186979044265992,0
615887291600080904,0
595448306834870280,38
580972198500503560,21
590561205970538504,0
546085602794147848,0
475126154106245384,24
602868331300524296,0
542754423483404552,0
586768557061181448,0
607687137747275784,0
528112756902072328,36
614469517199806728,0
20160402100001885060,2
587458023706857736,0
612374693676060936,0
565836421231808776,0
576497295655178248,0
544335386072060168,0
612718771517263880,0
601269786374050056,0
583042557211054344,0
502060401345695752,0
590625547516645640,0
536832829389017096,0
20160823110006363520,35
570212293019701512,27
575291236986916872,27
577645671645974536,23
525229850500272392,0
591811403665379592,0
603343229391212808,0
603492657276129544,0
598208393831780616,0
451740287648141320,33
474475159554625544,23
594628306100293640,0
20160505020002751487,36
581197491286839560,28
581718987096723720,0
601487965738242312,29
606023437923651848,0
20160415190002194561,0
509100432522481672,0
594109999026802696,0
575350555451330824,27
603692143122321416,0
20160509160002881548,41
463840553402896392,0
507846948305244424,0
20160827090006538493,25
20160707130004709996,42
578403489818874120,0
20160605090003678391,35
575802739112546312,24
575152700887404808,23
20160721150005171171,0
596376030608887816,30
20160411050002092096,23
598430113758973960,0
597484026550292744,0
594633574699765768,0
541066454049493256,26
593534699054305288,0
469332591711883272,0
20160803090005619273,0
447894736502525960,0
607065713366011912,24
607997484970545160,0
20160413180002149843,0
20160626130004345744,0
596002825884930056,23
611526526571122696,23
567969050139824392,15
574798515302043656,27
578894204655112456,0
611500566354333704,31
507441779369316360,31
447636810210742280,0
20160701190004530720,29
585839501612421384,0
586766462710976520,0
20160516090003064454,0
20160518180003141858,0
522586464349851912,0
20160511000002923683,24
517857616085389576,0
20160813190006015678,0
529579380674924552,0
588780712421757192,23
575411815643615240,0
612510474746990856,0
506440858438995976,22
501287731419156488,0
578187158146257160,22
571428207195066376,0
575166582842462472,0
506519677573271560,26
20160827230006608769,22
521710096313487624,37
575395349233930504,35
575302201107288072,0
531101557727432712,0
453978368983961608,0
20160826000006476553,23
20160407130002001036,0
20160602150003593642,0
575159851731128328,0
20160728200005409779,0
20160513150002992241,30
576628503961669896,0
583844187271598344,0
576586715314000136,0
612913369371906056,0
587046681426530568,28
20160824210006431239,3
593527643480002568,0
592480377629577480,35
591217354080260360,34
540935455919575304,0
598527871274717192,0
575119046949736712,0
489121666463437064,26
593251608473637128,0
587374771436523528,0
606699717056794632,25
606106827280617480,30
613554506034057224,0
501819638892466440,0
590225896414122248,34
575974943360028680,0
580883032093757448,29
20160525220003368790,24
612247978995879944,0
603376174969655560,0
569568390893539336,0
603573755939131656,19
615973218334806280,0
577482796629495816,0
580212013767069704,23
575716800918982664,0
20160815030006054826,0
611373008509997320,0
568572827054116872,0
616359050103230472,0
445626677637157128,0
591161801320697864,0
594971681034866696,21
20160616090004025232,44
574606846204055560,0
575808680998473992,0
608121513450672392,0
541163833893326856,0
495240499121098760,0
541325419169714440,0
593290424777445384,0
612177967807729928,0
456344957066678536,0
609707173215211784,39
580628138644475912,32
606974174811918344,0
610001355515367688,34
20160522010003250132,0
20160518170003138058,0
20160810060005886720,0
616546394336923912,0
597139401939619848,0
575434521441210376,28
598366182231248904,0
572356907562438920,0
591875140652896264,0
610913167266025736,0
590447748227010568,0
571069760733712648,0
563480846644809736,0
583220989169504520,0
602083219549982728,0
20160423100002389685,20
576970792479232008,0
575986992395849736,31
20160713170004918778,22
602192314604982280,21
504875051263201288,0
20160505030002754798,0
20160714210004960125,35
574641423282868488,28
598206935472279816,0
556956189842215176,0
576054572565401608,0
581852197663281160,0
608787725339856904,0
587818007699394568,0
565038425627955208,0
581199459162001416,0
576868559808893192,28
583051772482818312,0
575646659069874440,35
483918033480323080,0
562758755326889992,0
536760543613030664,41
615732701709733896,0
605191643779305480,30
596469748414288136,0
601819456741576712,0
605746301685993480,0
576108830803365896,23
578812240002551816,0
576236836146385160,0
616081752175153416,0
576364177304588552,26
609396003497316360,0
610292083227365640,0
20160827170006567181,30
519953155501330696,28
575051635928076296,0
596062010953699336,0
613713196779311368,0
564172924597047560,23
479714001916268808,22
613698270627106824,0
590551970968768776,0
613672911420526600,0
20160628180004427946,26
578867478919122952,0
514926291502240008,0
20160415150002190984,0
613707734688207112,26
579515011802599432,0
600316325847371784,37
550092544080351240,0
20160422120002366446,31
583015217059860744,23
614160379655753736,0
511312102728667144,28
595672347722125576,0
610050571428172040,0
469301695134830856,0
613367747392311304,0
531745415201034248,0
590155973155361032,0
570082277195780360,0
614448816866725896,0
601210181212180488,26
548276583362728200,0
589666599900811528,0
611321808573960456,22
567972295339938056,0
576207505093300488,0
604132367220609288,0
582419047186960392,0
518727782834901000,0
607686819332493576,0
572360207179452424,0
20160716050004998942,0
578170074729287688,0
591057550300942344,0
580970288968110344,0
580421910941143048,0
580115666032398600,0
602644403298766856,34
20160504190002743527,0
517252943242596616,0
589697305033052424,0
575104532644630536,24
599173085379170312,0
587951785847558408,0
576580183088173320,27
575750917748429064,44
20160617190004076973,0
547497166311002120,0
592448731656228872,43
530498727140397320,0
585261433458003976,22
578744831069655048,0
559462960792080392,0
605631091595808776,0
601366727804063752,0
467148759730491400,0
616384581729259528,32
528086913119162376,0
610778954705408264,0
577346161036234760,23
608972056335224840,0
577274733632950280,0
586180136081035528,0
603923260849000456,24
547648073535328264,0
589874335498375432,0
535132944969240840,2
575041271937110280,26
588969394940416264,0
587376088137601288,33
554738809938383112,26
594279757634343176,0
586251000667443208,22
581208981188382728,0
599194580373475336,25
20160828020006617736,0
593884749257248776,0
447706035453431816,0
579085505182830600,0
20160509140002878200,25
582736074980200456,0
512351059721588744,0
610881138730209288,0
20160730180005478534,28
551434408876314888,33
607033878514765832,0
586297420061609992,0
609375849891762440,0
608458346755789064,0
577386575747354888,24
596596295624298760,0
575103845005267208,24
582334662202888200,0
464311555371044872,0
545366432171429896,0
20160508120002848673,42
578711503213957384,28
520853761984303112,0
581135961266589960,0
20160512170002971358,32
20160517120003099940,23
594024571540082952,0
605620388939960328,0
580046070340391176,26
466798782130950408,0
614271986335486216,0
518595824838512648,0
608491462094491912,0
606868497812688904,0
583667472486371592,39
593639136787697928,0
576941338054889480,0
489647909394976776,0
591137311115186440,0
579898656417648648,0
579748231135629320,0
577498614482342152,24
461380875704078600,0
590481450382397704,25
504129828291612680,29
576211312128823560,24
613472674080886792,0
