ID,PROB
652547111849562120,0.0085
640710648648438024,0.1114
647716125479538952,0.0412
647625759988388104,0.0072
644807270554669064,0.0141
651925124945022984,0.0038
649695402286649608,0.0083
646978188181770248,0.0109
652039793374400520,0.0477
648504401463349256,0.0348
645295168781553672,0.0020
642084948584435720,0.2257
642513648513716232,0.0056
652706856271089928,0.0025
652851069570781448,0.2048
649761080431612168,0.0071
645346015154540808,0.2948
643386335100407816,0.0123
644022895315521544,0.0149
641142679199027208,0.0153
640490840191406344,0.0057
652107777983909896,0.0081
652113942939701512,0.0635
641745937529573384,0.0109
648540874753446152,0.0454
647840969483358216,0.0248
639849992063815944,0.0171
640777837019664648,0.0080
641184895707648264,0.0130
644638868586369288,0.0245
652767846517968904,0.0269
641704194247495688,0.0083
650595264632983816,0.0233
644774672491089928,0.0041
641843958112063496,0.0675
641278634367127560,0.0147
642827471858700296,0.0576
641940695497576712,0.0005
642858898058907912,0.0614
650071521246580744,0.0171
643362686230335752,0.0022
649701107672551432,0.0201
650446164818137352,0.0053
639718745035509768,0.1013
641006867652284680,0.2094
641218369156026376,0.2869
640389709087903752,0.0046
646219885440930056,0.0214
649795980262117640,0.1497
652774569970503944,0.0095
648507065953685768,0.0054
641203154628644872,0.1426
641877174541881608,0.0133
649052387255783432,0.0092
642781455402930440,0.0292
639471994332516360,0.0036
650510556687503624,0.0031
645615332991438856,0.0883
647885220078424328,0.1044
650529184715640840,0.0124
641925289626046728,0.0117
652832821529809160,0.0036
641185135814774792,0.0200
641008477451325448,0.0405
649926511264010248,0.0104
652291779751579656,0.0062
647230505850245384,0.0399
647060952084123656,0.0019
645486652860403976,0.0716
651350643381899528,0.0039
652769580652957960,0.0041
645575055098515720,0.0326
647935793175728392,0.0020
648274885457481992,0.0251
641040802801258504,0.0057
642239887205994760,0.1433
648979670406008840,0.1405
652907775042523144,0.0220
651314055671189512,0.0377
652057380107849992,0.0134
641116208401223688,0.0982
645117548345430280,0.0314
647598494571303176,0.0089
652574928750514184,0.0155
649735297742934280,0.2545
641236006321786888,0.0200
642068187323568136,0.2857
642055303319261448,0.0004
645362107147096072,0.0097
648421877718454536,0.0081
648515877456580872,0.0000
649699300380512520,0.0033
641336676991373320,0.0033
641226595469627400,0.0060
648494207048093704,0.0031
652165638667636744,0.0092
640935231372660744,0.0222
646150964385943560,0.0099
650398557211201800,0.0278
649132428526358536,0.1140
646760490944434440,0.0079
640570343458607112,0.0068
643605024777179400,0.0070
648418163335106568,0.0067
648916622274203656,0.0092
648489661320139016,0.0051
642697567896867080,0.0034
642169947086131208,0.0090
650725464737845256,0.0145
648475344608694536,0.1224
642926867636031752,0.0045
645630738493870088,0.0338
645610288401354760,0.0112
645461395541856264,0.0296
641406954383610120,0.0075
644200070408835336,0.0068
641873825146867976,0.0118
640997325870731272,0.0424
640619243682926600,0.0032
652873862584733704,0.0649
642777917675278344,0.0090
649849610025570312,0.0579
644515890485793032,0.0781
645378503537070088,0.0042
647582507813834760,0.0001
649796082376642568,0.1061
650614541578670088,0.0981
646838055612715016,0.0034
647686661290856712,0.0003
647741601765920776,0.0042
650332577730662664,0.4404
649900882070081800,0.0478
643270919053119496,0.0613
652973179349766152,0.0081
646491880216858888,0.0421
640660260519940104,0.1080
649895635775918088,0.1600
646968034652590344,0.0497
653011497739358216,0.0373
640952277695205384,0.0091
651250828039950600,0.0595
648223478926807048,0.0544
648399749367468296,0.0095
639752587179987208,0.0119
647597148669481224,0.0104
643924880277901320,0.0030
644056243161272328,0.1200
652236708607168520,0.1275
639576047968325896,0.0229
640733177110860040,0.0084
647629590109360136,0.0070
652050661722034440,0.0126
652116099441102856,0.0472
650029909564985352,0.1667
647660827171622920,0.0138
642671112383107336,0.0186
652725341718056968,0.0084
649886581313769480,0.0128
648054321505636616,0.0162
649006178835108104,0.3287
641213519366197256,0.0029
640492815977025800,0.0115
651135673390075912,0.0076
650006222056984584,0.2297
652791686866407432,0.0023
650662823235424520,0.0073
651967763979440136,0.0083
649924595104616456,0.0048
649319719299453192,0.0054
646269086203908360,0.0048
649009282611679240,0.0507
649674874297520392,0.0038
652826185931165960,0.0122
647947068580565256,0.0179
652007729212166408,0.0265
647023303348719880,0.0073
640662620881293576,0.0030
648647660516937992,0.0079
651371141163651080,0.0063
650619922266722312,0.1664
646728505316347912,0.1577
649824197257728008,0.0139
644905496045687048,0.0661
648567617627361288,0.1241
652632628918227208,0.0101
644530298230411272,0.0153
639580419464892680,0.0014
640973576245088520,0.1484
639893607129550856,0.0179
641895252822593544,0.0055
643914140494074120,0.0076
651560676929573128,0.0076
646845644190781448,0.0496
652573114579816712,0.1044
652026652821295112,0.0085
652985122529742856,0.0005
642737788017447176,0.0079
640557549556338696,0.1208
642574421042663688,0.2141
652164350932422664,0.0129
649723354168692744,0.1272
649047890005594376,0.1743
648248563138040072,0.0089
651256237341544712,0.0179
641169337800986888,0.0077
652960125635530760,0.3028
647550375267668232,0.0030
648635492169945096,0.2391
652214463889412360,0.0132
649770843848577288,0.0514
643977727979819016,0.0250
649000269186601224,0.0060
648966519392309256,0.4538
650625090295173128,0.0052
644618505970258184,0.0090
646462950122459144,0.0172
641749627510460424,0.0102
646863144127303944,0.0025
646223550918693128,0.0766
642514618563957000,0.0045
651554354377003016,0.1091
644712247146320136,0.1569
641746516964282376,0.0059
647891045387866376,0.0336
652651993751359752,0.0023
641776975093960968,0.0041
648226350833864712,0.0083
640917416611680264,0.0522
650468081381937416,0.0070
650788149215105032,0.0140
652830425651089416,0.0019
642164005678354440,0.0509
650655533786730760,0.0368
646972268894753032,0.0090
650015246655688712,0.0039
652766441459683336,0.0331
652644275552522248,0.0023
649863013628645640,0.0075
643493814735998984,0.0087
644412112784855304,0.0119
644032337541075208,0.0222
640801815134212360,0.0092
649846984198328584,0.0328
650599747454767368,0.0092
645059166267772936,0.1279
646320729092002056,0.0128
646580493134860552,0.0167
646322099085905928,0.0082
649978170937708552,0.0115
644119079933710600,0.0041
640954636739547144,0.0068
651363637159530504,0.0987
643145692084178952,0.0058
640603075471478792,0.0114
650471601770336520,0.1026
651329984245272584,0.0079
639826312936034568,0.0426
650506441613905928,0.0030
643454064964669704,0.0116
641208158559146248,0.0322
651116972481712136,0.0125
652931884170350856,0.0051
643809392977776648,0.0042
643288755003723784,0.0005
649006685330870536,0.0042
639872664013377800,0.0100
647012023254650888,0.0083
641222667562651912,0.0081
647544403518296072,0.0060
648342524196294664,0.0206
647944407789604872,0.0061
652613052314685704,0.0319
643905827031224584,0.0066
640941630051848456,0.4270
642562812350042376,0.0503
649025053672870152,0.0171
647886197099598088,0.0369
646771035156254728,0.0183
646954096879734792,0.0080
640708299896918024,0.0131
647004704814927880,0.0543
645483360063328264,0.0155
652733327404437512,0.0074
649377465579343880,0.0035
641848887300067336,0.0177
640367491977056264,0.0110
652777238596423944,0.1529
649850231277490440,0.0343
645517160315097352,0.0059
645521337019797768,0.0835
650587221576912904,0.0067
647656037049962504,0.0040
642221959752454408,0.0028
640453062061723656,0.2292
649058601477869832,0.0974
651952874753888520,0.0046
642617006457098248,0.0090
651084347876577288,0.1005
646314326688272392,0.0046
649378553447583752,0.0312
648882121187790856,0.0040
652398749754069000,0.0121
648050554685100040,0.0147
643278691131985928,0.0079
645451690954199304,0.0008
646761706260795656,0.0030
644741952314544136,0.0102
651393529024614664,0.0116
640306213271113736,0.0071
644882329000481032,0.0356
651868857232789512,0.0390
649761919552459016,0.0003
641774761910735112,0.0133
645700707344715784,0.0078
644086074502549768,0.0245
640377284175335688,0.0039
641883722899001352,0.2059
643441598402662664,0.1252
645548794041078024,0.0693
649295906515980296,0.0638
639759187076714504,0.0145
648455852168056840,0.0141
645534907270959112,0.0082
644894980925559048,0.0043
647064540957118472,0.0697
647613015302082824,0.0565
644627274691252232,0.0317
643426869709902088,0.2650
646576360856227848,0.0321
644108465567961352,0.0069
652509003955310600,0.0046
651953134641352968,0.0391
643252126549544968,0.0167
644030431649337352,0.0606
649237563336298504,0.0049
652302812742422792,0.0042
649091315396514056,0.0536
646150632666828808,0.0037
640638552849256456,0.0103
648376447492165640,0.0509
652731569865232392,0.0355
650481988033057032,0.0063
640504166032085256,0.0049
639749829584490504,0.0108
651259500971430152,0.0101
639778151890686216,0.0808
644284826538479624,0.0753
639847964495319304,0.0062
642686295352545544,0.0988
650486103727411208,0.0036
640499098029396232,0.0498
651943333467262984,0.0302
649813562809651464,0.0570
652950376303038728,0.0681
652113029487398920,0.1509
643967970367770888,0.0041
645657657486610440,0.0105
644888088845226248,0.0231
649082807527673864,0.0079
644262399737597960,0.0046
643992096641913096,0.0060
652596771779776776,0.0069
642765527441215752,0.0074
648318353596747784,0.0377
640381725783888136,0.0358
644140962297155848,0.0025
639280920129442056,0.1289
648470278703157512,0.0038
644584950154137864,0.0323
641713936307064840,0.0103
647898230390001672,0.0090
651252640247714056,0.0057
641180485657039112,0.1135
639500913806938376,0.0045
651578061464014856,0.0739
643402065502015752,0.0434
650847240239190024,0.0379
641793472650547464,0.0020
652633801393967368,0.0051
642520290395427080,0.0075
649419967007035400,0.0091
645409809125871624,0.0042
650800471786655752,0.0114
643624490131001608,0.0179
650778668527784200,0.2432
652703270082449672,0.0094
651154613164052744,0.0102
646005403229884424,0.0480
641250599706300424,0.0084
647803241911816200,0.0040
646841736357744648,0.0050
646080157798371336,0.0176
641983438382960904,0.0078
641364402196451592,0.0673
650565574983684360,0.1031
642610984099254280,0.0302
647819195685277960,0.0086
645407186545020936,0.0029
645376194673381384,0.0137
644063662482395400,0.1731
640482295395913992,0.0383
644908909672271880,0.0091
652641408628297992,0.0625
641205069143871752,0.0953
642154036019073288,0.0191
652145806521929992,0.0093
648009352610844680,0.3600
639851857547628808,0.0106
650205159414042632,0.0521
639622238949085448,0.0413
642561952182178056,0.0057
649938467874148360,0.0086
650499933790540040,0.0120
651284532787417096,0.0150
644074860837867528,0.1708
648678136480796936,0.0173
650055871132340488,0.0075
650596076633460744,0.0052
643490890442084360,0.0083
649083651228700936,0.1388
650855192144646408,0.0240
650835871855022088,0.0068
644869706385199368,0.0876
643521756685930760,0.0140
641361820409401352,0.3992
652585229894029320,0.0111
650017310664298504,0.0046
650594794384396296,0.0045
646923553471467528,0.0047
649208692566135048,0.0132
651423114806169864,0.0047
647566446297092104,0.0026
649701902501548040,0.0201
646293142449950984,0.0066
643975111807864840,0.0609
646874048227184904,0.0042
644309409337446664,0.0040
651434107816906760,0.0064
650706823489261832,0.0237
640411871991566344,0.0072
652643743161126920,0.0510
642643405163204872,0.1504
646934166486650888,0.0044
648446527433347080,0.0092
647590388365791496,0.0686
651825614495420424,0.0102
643970750839001352,0.0037
647858114766311688,0.0155
644857922202898440,0.0003
642676830989455624,0.0644
649668575107223816,0.0026
651295307417522184,0.0068
648484011181608968,0.0077
641370111759880200,0.0167
651949150732029960,0.0159
650051157355401480,0.0082
641000019998019592,0.0076
652200044685955080,0.1058
642565742994133000,0.0431
649050864438219016,0.0042
644380021896515848,0.0510
640298113432555784,0.1170
651571884378296328,0.0293
640671104297340936,0.0065
641959601289302024,0.0735
642578780258308360,0.0752
651419690626715912,0.0419
640549300551553288,0.0091
652983701323387144,0.0090
648637879844606216,0.0112
644852978838147336,0.0100
648331651578859784,0.0318
640406026339750152,0.0092
647717388652908552,0.0061
646531882183299080,0.0056
649974228174508296,0.0752
639283178283995400,0.0235
644130342302650632,0.0088
649386457152098312,0.0052
644970490158387464,0.0098
644631752832192776,0.0087
650715134125150216,0.1503
647735144794296328,0.0176
646299340884676872,0.0327
643350690302791688,0.0401
642042648063905800,0.0092
640982107090325768,0.0047
641664120977887496,0.0092
643543783442485512,0.0133
650007676859715592,0.0187
650135032454713608,0.2913
649960955744096264,0.0117
640616539178930184,0.1058
649654107652493576,0.0232
650667875668857096,0.1486
641391532481450248,0.0064
641032369934962952,0.0295
641792107899523080,0.0348
648321906709106696,0.0102
648222398516039944,0.0460
651221985329680392,0.0185
652764972866081032,0.0046
641826370673971464,0.0133
647769265155346696,0.0054
647530325076873480,0.2198
639876510315974664,0.1476
641896464338915592,0.1545
651567095221326088,0.0606
646256333087052040,0.1263
644746772610027528,0.1006
641927693406834952,0.0518
651803977658142984,0.0235
650365411069530120,0.0081
649992814418989320,0.0745
641231132339212552,0.4233
652803131209420808,0.2694
649956227127709960,0.0747
639680922135826440,0.0307
648991939802173704,0.0073
646278770650517512,0.0915
652934616558080264,0.0423
641440860096958472,0.0132
641128536182099976,0.0173
644636433163751432,0.0002
641977542818926600,0.0044
649030928290549768,0.0045
649858408173801480,0.0062
645415864107012360,0.0078
640701658208145416,0.0324
651528422740201480,0.1094
644681326502351112,0.0076
647592746579660808,0.0070
644923949095849992,0.0035
650405777135112456,0.0302
646907791906181384,0.0084
644122546282696968,0.0072
651846585201725704,0.0068
640683083221176584,0.0604
640462478567804936,0.0197
651037220534226952,0.2667
649821002800304392,0.0020
647595577273487368,0.1697
640579810380222728,0.0069
652323441453568008,0.0160
651473489026355464,0.0051
640407470631555336,0.0202
650047492473229576,0.0124
648559840053956872,0.0023
651232178931241224,0.0067
653008326568710408,0.0714
647517512065356040,0.0110
643790736076050440,0.0003
651236340301566216,0.0797
652276064105533704,0.2397
646078643025481736,0.0051
645372691590680584,0.0106
640450744650043656,0.0041
645890132599116040,0.0108
644901642914763016,0.0075
650614710164525064,0.0452
645733946415386632,0.0121
647791851499163656,0.0034
646432112156610824,0.0037
648201113933189384,0.2344
643291042686177288,0.0062
643971454525772040,0.0149
642601096983875592,0.0070
646249235804590344,0.0023
646147758209634312,0.0044
640516392201752840,0.0073
644956285678129416,0.0118
639785602232881416,0.0910
644113509218521352,0.0326
643922509976047624,0.0092
640944054770601992,0.0098
646796138216689928,0.0149
649892921750851848,0.0183
639636335082082568,0.0243
644030267744325640,0.1421
647935882564734984,0.2552
646167328991482120,0.0148
645289534564602120,0.0223
647773273249026312,0.0212
641228381068726280,0.0098
641799969744883976,0.0663
642802222224118024,0.0961
640371944859898120,0.0666
647707158837727496,0.0079
650596674036568072,0.0255
649895207596199944,0.0081
647959240283001096,0.0111
647861100473225480,0.0122
651474187185033224,0.2463
643987590768234504,0.0390
650562076506329096,0.0009
652868558660833544,0.0003
649773927022727176,0.0530
652905526358708488,0.0175
645460586099904520,0.0034
642846922456961032,0.0047
641826332556136712,0.0297
645325198312083464,0.0188
640284044411539720,0.0253
647749003068313864,0.0825
645375098341036296,0.0081
647492825230872840,0.0384
652653677873467656,0.0154
652176740570894344,0.0046
647179794181525768,0.0126
648371352679485448,0.0547
649693642809676040,0.0917
639565069176279304,0.0048
641740249776525320,0.0035
644910109872361480,0.0806
645562984319422728,0.0098
642789133336449032,0.1994
649193608649380104,0.0419
647097796528181256,0.2734
641922712511451400,0.0025
652597760461115400,0.0435
640452299872800776,0.0528
644901930149089544,0.3897
640467577943888136,0.0052
649356590729662728,0.0088
647010797846794504,0.0058
652882081835127048,0.0660
640981814512455688,0.0426
642708508537524488,0.0127
650002052289663240,0.0513
649883537666740488,0.0175
641222585815666696,0.0011
649386647732883720,0.0505
649454259451990280,0.0327
640437425193095432,0.0622
642397943034286088,0.0003
649974296516497672,0.0034
647178229261537288,0.0263
645320005990223880,0.0055
642479862363197704,0.0065
641304582621761544,0.0204
642321154874281992,0.0274
644135925911130120,0.0113
652680051640242184,0.0360
650602065596256520,0.0419
647583098849988872,0.0126
652722919423610888,0.3152
648531049713766408,0.0164
640545999483310344,0.0346
641100819642454280,0.0328
651899954020749320,0.0267
639514562273480712,0.0056
650762158581223688,0.0031
652974067124539656,0.0057
645398321287926024,0.0187
650134067278254088,0.0110
649232993482707208,0.3732
647705196364828680,0.0052
642352045302485000,0.0058
649292686322307336,0.0049
652602351428833288,0.0047
649028430783844616,0.0176
650253444216525064,0.0028
652101053575074056,0.0057
648626349241536776,0.0050
646110592163123208,0.0057
651343236584968200,0.0086
652314012406518024,0.0117
643036926877634824,0.0064
640410165656424456,0.0196
647476911714340872,0.0058
652035992076685576,0.0080
643512334626590728,0.0038
644616040046694408,0.0091
646476314441683208,0.0490
644667591389876488,0.0755
640440702194421768,0.0128
652766197141475592,0.0098
645550882603143176,0.0494
644014137793319176,0.0118
647160543206969352,0.0282
649225575856082952,0.0168
641903315759665160,0.0183
642474751024959752,0.0081
647747074837713160,0.0067
652850568619888904,0.0369
652264310390657032,0.0052
640544352422072584,0.0125
643921307678806024,0.0580
645844157172027656,0.0076
647533832160940296,0.0041
642496527020855560,0.0092
641169034955460616,0.1798
649160851831394568,0.0113
650547190401339400,0.0111
652637313813188616,0.0126
639604294978375688,0.1280
652635424178573320,0.0041
648241930659959048,0.0068
641367028493455624,0.0876
649174302922379528,0.0091
651348148022677768,0.0041
644076472079749384,0.0253
643658574026772488,0.0044
649336606095839240,0.0479
649126760922746888,0.3592
641273540938567688,0.2751
641208434955390984,0.0288
640408592356217096,0.2450
646709465063624712,0.2232
648979745265946632,0.0088
649214805923598600,0.1066
644934484239585544,0.1440
648522154568061192,0.1098
642671640496312584,0.0272
649056599821783304,0.3752
647483320317251848,0.1883
649226845287354632,0.0086
640453787558875144,0.0464
646417352040124424,0.0038
647039504359624712,0.1572
651925786781028616,0.0904
646378785867829256,0.0102
644833051288801544,0.0066
652251126451671304,0.0081
652971140263710984,0.0088
646164703004856328,0.0229
652748615298584840,0.0208
648421968416083976,0.0159
652774205720367112,0.0434
645365694392701192,0.0276
647802473917976840,0.0199
650540184336601096,0.0038
641915057252339976,0.0081
643563216307228936,0.0558
648398805732954376,0.0186
643991122439311368,0.0041
649287867679379464,0.0789
650013171632836872,0.0031
649079160228024328,0.0477
642497272994599176,0.0080
649638322381000968,0.0168
642499621267968008,0.0317
651440511210491912,0.0121
642604530214637576,0.2226
640499255458402568,0.0092
641132329963622664,0.0056
640134898979442696,0.1286
641012380259586312,0.0047
647557840323481608,0.0066
645373263022657544,0.0092
651755648874188808,0.0863
640487203830501640,0.2961
640339328769200392,0.0094
649156822539702280,0.4200
640353489603530760,0.0044
646787715500609800,0.1054
641477219461370120,0.2950
652864096047206664,0.0076
644734840888889608,0.0054
645853245297659912,0.1083
643165163788177416,0.0051
647341023101456648,0.0041
643350933916356872,0.0513
650523136764153864,0.0095
645644561929998344,0.0277
639906082415710472,0.0042
647896215094038792,0.0044
651269662545285128,0.0029
641253123200913416,0.0120
648274444183146504,0.0202
647713801189199880,0.0060
640278332096647176,0.0273
652032649954595080,0.3334
642001178862817288,0.0089
647128818607198472,0.0114
644105042160259336,0.0182
639725742929743880,0.0124
642455904658133000,0.1798
643216390576148488,0.0057
639930531634483464,0.0144
647773831217287176,0.0092
641054798514229512,0.0547
647625860525854728,0.0058
640628187767771400,0.1926
643418696781402120,0.0670
643567930344214536,0.0081
646111086134693896,0.0210
642694678231126280,0.0574
641220610139099400,0.0055
649935904407818248,0.0193
651326137732960520,0.0495
646284968682590216,0.0038
640513326744342792,0.1928
649429724929462536,0.0157
644918187028123912,0.0046
645496968667205640,0.0091
647233478672257288,0.0082
643980476364624136,0.0072
647523618888093704,0.0091
641128968136691976,0.0914
650549255039094792,0.0089
640315197747105800,0.0002
647011931567165448,0.0048
641144719425933576,0.0008
649841137959309576,0.0916
645616982426652936,0.0562
645318880893341704,0.0610
643449019334397960,0.3371
641450681428873224,0.2044
645472196117926152,0.0072
642620928827592712,0.0126
639595177794605320,0.0427
644665802988982536,0.0251
642706145500205064,0.1707
650597988388835592,0.0206
647832335282082056,0.0069
642459826021994504,0.0047
649798823446614280,0.1385
645680662396801032,0.0023
649713811908988936,0.0644
641768309695451144,0.0135
640505015496085512,0.0214
649810432550244360,0.0105
650807555940945928,0.0166
649910374585340168,0.1175
649282678251589896,0.2316
651173659850838024,0.0036
647594976389107720,0.0128
643904750630211848,0.0141
650500235738484744,0.0033
641078574169722888,0.1013
640608315876839432,0.0977
641179471499497480,0.0077
649784045370085640,0.0165
640654574377504776,0.0034
644733627418022152,0.0097
650467380371132680,0.0057
649114044187283464,0.1509
651732490410529032,0.0097
650835167555883016,0.0031
650134425463427336,0.0164
650615718483595272,0.0038
649142382876430344,0.1311
639561846625406984,0.0058
642506607845970184,0.0077
644170729499136264,0.0745
646347929346379784,0.0116
640327908400828680,0.0109
643962074375917576,0.0062
643292193955516424,0.0559
641322315350544648,0.0775
644973601904136456,0.0088
640675799753560328,0.0847
651594009264787464,0.0087
645767207816531976,0.0078
644988509374910472,0.0243
652837200827781384,0.0223
641075953031713032,0.0902
644062616439755016,0.0480
640289804566663176,0.4312
646980750893125896,0.0092
645538393207345160,0.1382
651279992210067720,0.0165
648446923325313032,0.0192
652665960666239240,0.0174
640390622573760776,0.2227
649750639886209032,0.0677
648917547462168584,0.0178
646253620823593224,0.0841
646447624982892808,0.0027
649211136805179400,0.0297
651966277937533192,0.0421
642100165326409736,0.0075
643642240593301768,0.0700
640690070814200072,0.0037
639627574036664328,0.0060
646892358402576392,0.0703
652145247496704264,0.0049
650001156319219976,0.0069
645531097928569096,0.0081
647759836049575944,0.0097
651469927919653128,0.0796
641943063240904712,0.0154
650625534463578376,0.0069
641911820331782408,0.0050
641282821297541384,0.2323
642696823349186824,0.0359
642535151854686472,0.3408
652618156539384072,0.0018
649210315686285320,0.0040
640490045630845192,0.1165
638911820597301256,0.0052
646088490076868872,0.0610
641308264247595272,0.4629
640375008329208072,0.0662
649882949432381704,0.3242
640440990720594184,0.0106
649238905085759496,0.0173
639303056197947400,0.1304
649902326219280648,0.0131
645403659135357192,0.0774
641126777317495048,0.0073
639983383891415048,0.0095
652763233664372744,0.0189
646843794175561992,0.0261
647567037836562440,0.0412
639318351742505224,0.0067
649911035465044232,0.0003
650511185715663112,0.1633
651141589556531208,0.1478
641608319689036040,0.0003
643148081310732552,0.0073
646431629501272328,0.0056
650018739722391816,0.0095
640559764593447176,0.0651
651215740405288968,0.0059
652793644364861704,0.0059
641075513535762440,0.0056
641754648436281608,0.0966
642644440812359944,0.1055
652688376670982408,0.0104
641382592557355016,0.0037
642801057038077960,0.0236
649793181403058440,0.0264
648527242091041032,0.1044
645584445490860040,0.1306
643804736025268488,0.0179
652705733808230664,0.0069
652755214700384520,0.0562
641222412926456072,0.0202
645457920678433032,0.0979
641829484281991432,0.0494
646802974428893448,0.0107
651408886309327112,0.0136
647634965311262984,0.0033
647644443414892552,0.0101
641233362308043016,0.0212
648638766486917384,0.0198
648963476173099016,0.1132
646991040519081992,0.0253
649276232914964744,0.1077
639608916111527944,0.0081
651947255988752648,0.0078
652240437351813384,0.0145
647650380913578248,0.0042
639335540235178248,0.0032
641036209652502792,0.0282
648343147226599688,0.0065
652811659982671880,0.0148
644191818635808776,0.0273
644791331729707272,0.0031
644092148752322824,0.0060
652165072067497992,0.0747
650119509771816968,0.0343
649861067857465608,0.0355
649099408272527368,0.0092
651105600339448072,0.0543
649067268344385544,0.0139
651237709171396616,0.0732
640524678879777032,0.1210
651911696125792264,0.2146
641751008258560008,0.0503
647733391969488904,0.0041
647695350739505416,0.0124
639907196850671880,0.0204
650668381627748616,0.0879
646186777341595656,0.1760
644046224613183496,0.0002
643821624247717896,0.0473
650380792303718664,0.0148
643276300840079368,0.0038
648520930141671432,0.0064
653004696524427528,0.3109
651176274462511368,0.0800
647806809024762120,0.0134
651105323733487880,0.0360
647708990876160008,0.0092
646187062839480584,0.0091
651899256340221960,0.0080
643450316263526408,0.0101
639711694897025288,0.0252
650533059371733256,0.0411
646965240180772872,0.0080
648974799091011848,0.0063
645435878981767176,0.0056
651373368968220936,0.0114
651484488546652424,0.0646
644344386301202696,0.0637
648348109759320072,0.0064
648531671368339720,0.0293
649714902637744136,0.0084
643359909382983688,0.0499
651952654653591816,0.3384
646355035747258632,0.0157
645732311131754504,0.0510
646884324599140360,0.0067
639667541114884104,0.4254
646394345141833992,0.0203
652064595921342472,0.0871
649062373667115016,0.0076
644151419435225352,0.0088
644892187930136584,0.0867
649732276183109640,0.0606
647629730341720328,0.0170
642059944392134920,0.0188
646132462354698248,0.2103
646264242747478024,0.1050
649126912068686088,0.0513
649887126564901128,0.0406
649284373966754056,0.0200
651235132056801544,0.0070
640640181522665736,0.0067
649253495098052872,0.2602
651115537803251720,0.0059
647059632774189064,0.0622
641818373486809096,0.0937
648138840078290952,0.0143
641229976439361544,0.0104
649974933295730696,0.1462
647826243709833480,0.0216
648648181751484680,0.0523
644065478280483080,0.0747
647114858268987400,0.0324
639763485617557768,0.3442
640428907937402888,0.0457
651998357811630088,0.0064
649026548581535752,0.1350
652071301137043720,0.0467
644674514784882952,0.0115
649261821781348360,0.3861
652744124088193032,0.0111
649191136719540488,0.0092
651862838725316872,0.0068
649867648972099848,0.0478
642615955121246472,0.0254
646744681421475848,0.0093
643872809814069256,0.0435
641476955304103944,0.0081
647784254767370504,0.0219
652042335214899464,0.0665
642871392395595784,0.0136
641060676529295624,0.0092
644374863875674376,0.0108
641024051539611912,0.0111
650081267139743752,0.0293
646090271859150856,0.0374
645441386815950856,0.0705
646944611503181832,0.0185
645161884084867336,0.3875
644079336202178824,0.0071
647909829947429128,0.0077
